5.000000 5.000000 5.000000
4.983263 4.974436 4.942096
4.957700 4.935390 4.853655
4.932137 4.896344 4.765213
4.906573 4.857298 4.676772
4.881010 4.818252 4.588330
4.855446 4.779206 4.499889
4.829883 4.740160 4.411448
4.804320 4.701114 4.323006
4.778757 4.662068 4.234564
4.753193 4.623022 4.146122
4.727630 4.583976 4.057680
4.702067 4.544930 3.969239
4.676504 4.505884 3.880797
4.650940 4.466838 3.792355
4.656116 4.461995 3.692607
4.594567 4.526842 3.647811
4.567336 4.495061 3.556990
4.598634 4.578914 3.512389
4.573507 4.552551 3.419257
4.548379 4.526189 3.326125
4.523252 4.499826 3.232993
4.495032 4.471407 3.141363
4.469749 4.444941 3.048302
4.464313 4.470929 2.951891
4.459374 4.453897 2.853476
4.435661 4.429944 2.759327
4.432422 4.482106 2.674071
4.402346 4.447113 2.585353
4.368928 4.429466 2.492769
4.421782 4.368537 2.433657
4.435026 4.433876 2.359122
4.416009 4.404846 2.265337
4.459093 4.328525 2.217183
4.450661 4.232052 2.242121
4.402839 4.200951 2.159988
4.395723 4.144729 2.077596
4.448927 4.214365 2.029427
4.426066 4.168735 1.943431
4.393428 4.234940 1.875965
4.387647 4.281674 1.787747
4.348257 4.342117 1.718501
4.313174 4.330048 1.625638
4.238154 4.264631 1.635261
4.238507 4.215389 1.548226
4.199436 4.224076 1.456586
4.140239 4.193298 1.382097
4.109793 4.217102 1.289867
4.124446 4.187775 1.195394
4.108646 4.158469 1.101099
4.031472 4.137811 1.040955
3.987918 4.159192 0.953514
3.911176 4.095317 0.959052
3.812417 4.108548 0.967508
3.720747 4.085042 0.999823
3.692549 4.000633 0.954216
3.617374 3.935752 0.966010
3.611879 3.839610 0.992965
3.554218 3.761271 0.969767
3.464047 3.718531 0.963233
3.379577 3.707410 0.910878
3.287043 3.730785 0.940728
3.189627 3.753327 0.942158
3.116102 3.820871 0.936518
3.027149 3.806912 0.980022
2.961629 3.746875 1.025877
2.901156 3.738636 1.105093
2.897560 3.768793 1.200369
2.845356 3.766878 1.285640
2.770365 3.701197 1.277742
2.711278 3.629144 1.314035
2.765248 3.557954 1.358970
2.787574 3.515549 1.446739
2.884545 3.491258 1.449308
2.949988 3.418583 1.470177
2.960912 3.319928 1.458017
2.895578 3.249037 1.484587
2.938148 3.171459 1.531166
2.970598 3.082829 1.564205
2.964314 3.055840 1.660289
2.972742 3.118042 1.738134
2.994759 3.040240 1.796973
2.960005 2.980301 1.869080
2.978712 2.963211 1.965817
2.978618 3.059927 1.991235
2.984247 3.116245 2.073677
2.995317 3.158413 2.163673
2.925490 3.096171 2.199031
2.974473 3.038297 2.264233
2.955275 3.054572 2.361014
2.947797 3.064486 2.460240
2.945369 3.001318 2.537725
2.973554 2.994557 2.633432
2.948703 3.020160 2.726851
2.891298 3.099835 2.745731
2.915802 3.138515 2.834633
2.991463 3.180590 2.884683
2.945288 3.211651 2.967768
2.957641 3.221615 3.066500
2.970559 3.181786 3.157312
2.981140 3.135076 3.245097
2.931884 3.137619 3.332088
2.955738 3.194857 3.410540
2.997702 3.188669 3.501098
2.944160 3.207092 3.583523
2.975189 3.234661 3.674502
2.979621 3.216631 3.772763
2.983448 3.175144 3.863671
2.944808 3.226577 3.940232
2.894274 3.312848 3.938351
2.833501 3.385375 3.970701
2.785852 3.465993 4.005778
2.718093 3.478978 4.078166
2.670042 3.476594 4.165833
2.589866 3.424173 4.137128
2.492682 3.446851 4.130736
2.421276 3.403779 4.185927
2.324320 3.427691 4.191187
2.240890 3.378666 4.165968
2.157460 3.329640 4.140749
2.082386 3.316921 4.205572
2.005534 3.344098 4.263495
1.933789 3.359854 4.195639
1.847880 3.313901 4.173102
1.757937 3.270320 4.169795
1.686446 3.202467 4.152912
1.600685 3.155944 4.130988
1.516154 3.203529 4.106697
1.429496 3.158843 4.084476
1.342839 3.114158 4.062256
1.256182 3.069473 4.040036
1.164301 3.106913 4.027543
1.076859 3.063757 4.005373
1.012784 2.990404 4.028041
0.945352 2.920310 4.004811
0.858422 2.875722 3.983474
0.839696 2.786719 3.941908
0.875027 2.695732 3.920159
0.952024 2.660461 3.866985
0.929150 2.569831 3.831446
0.946583 2.485725 3.780238
0.985598 2.393895 3.773525
0.981216 2.300124 3.739061
0.941301 2.223027 3.689433
0.887069 2.154813 3.640386
0.867660 2.113961 3.551198
0.918478 2.112380 3.465088
0.960432 2.022975 3.480792
0.974475 1.928507 3.451150
0.996562 1.837886 3.415094
0.983713 1.756727 3.358102
0.894675 1.741553 3.315185
0.897529 1.696241 3.226085
0.960735 1.735513 3.159282
0.959565 1.824357 3.113398
0.980122 1.896698 3.047487
0.967063 1.838077 2.967530
0.943439 1.881217 2.880462
0.954040 1.883009 2.781042
0.932944 1.913241 2.688085
0.948148 1.912255 2.589252
0.994275 1.910451 2.500545
0.950750 1.846840 2.436833
0.925587 1.877548 2.345052
0.941278 1.815030 2.268598
0.996286 1.737280 2.238118
0.938521 1.689571 2.171883
0.942525 1.597941 2.132034
0.958336 1.522565 2.068249
0.946636 1.444496 2.006863
0.964105 1.346552 1.996776
0.915938 1.346868 1.909141
0.868513 1.348388 1.821115
0.869909 1.273075 1.755343
0.828723 1.213517 1.686375
0.792080 1.208645 1.593458
0.802807 1.163339 1.504958
0.803697 1.147868 1.406166
0.818756 1.171267 1.310116
