5.000000 5.000000 5.000000
4.991038 4.993631 4.993776
4.920103 4.943223 4.944510
4.849167 4.892815 4.895244
4.778232 4.842406 4.845978
4.707296 4.791998 4.796712
4.636360 4.741590 4.747446
4.565424 4.691181 4.698180
4.494489 4.640773 4.648914
4.456990 4.553953 4.681414
4.386612 4.496142 4.640123
4.316235 4.438332 4.598833
4.228914 4.439774 4.647546
4.132195 4.463398 4.638197
4.046374 4.428546 4.600513
3.965650 4.380172 4.566696
3.884926 4.331799 4.532879
3.804201 4.283425 4.499062
3.723477 4.235051 4.465245
3.642752 4.186677 4.431428
3.562028 4.138304 4.397612
3.505331 4.177762 4.325303
3.423855 4.132940 4.288524
3.342379 4.088119 4.251746
3.319076 4.026774 4.176289
3.239403 3.980645 4.137246
3.159730 3.934515 4.098204
3.080057 3.888386 4.059161
2.989562 3.856005 4.031554
2.939319 3.869720 3.946187
2.859316 3.825839 3.905274
2.779313 3.781957 3.864361
2.725962 3.720036 3.806745
2.737517 3.621059 3.815115
2.823161 3.596755 3.769569
2.888343 3.574291 3.697135
2.954924 3.499714 3.694859
2.932896 3.423584 3.633875
2.994389 3.415645 3.555417
2.961149 3.355043 3.483150
2.893797 3.300703 3.433042
2.826445 3.246363 3.382934
2.759092 3.192023 3.332826
2.691740 3.137683 3.282717
2.624388 3.083343 3.232609
2.641333 3.121570 3.141771
2.630624 3.052471 3.070283
2.631126 3.025100 2.974103
2.572994 3.061049 2.901107
2.507145 3.087185 2.830533
2.509099 3.130989 2.740659
2.444356 3.082410 2.681935
2.379613 3.033831 2.623211
2.406764 2.939270 2.641127
2.331650 2.873257 2.641506
2.267321 2.821985 2.584647
2.247906 2.764128 2.505428
2.159818 2.755031 2.458978
2.099977 2.681302 2.427626
2.016608 2.636465 2.395385
1.951921 2.585218 2.338911
1.899524 2.512314 2.382951
1.817711 2.529299 2.437887
1.722944 2.504683 2.458219
1.676533 2.418774 2.479797
1.589542 2.376356 2.504964
1.543905 2.340576 2.586432
1.456384 2.318053 2.629243
1.386031 2.264807 2.582176
1.337974 2.225812 2.503627
1.336979 2.139065 2.453889
1.256492 2.081884 2.438005
1.277356 1.999236 2.385716
1.201337 1.935150 2.375035
1.132794 1.879847 2.327670
1.180056 1.801923 2.286511
1.165148 1.704013 2.272676
1.116654 1.710302 2.185447
1.049882 1.653738 2.137053
1.011396 1.582096 2.078861
0.945034 1.525229 2.030260
0.960012 1.555981 1.936292
0.896635 1.549471 1.859214
0.914278 1.502278 1.772834
0.939413 1.515613 1.676967
0.930139 1.460058 1.594338
0.950833 1.438501 1.498907
0.966990 1.389692 1.413136
0.905261 1.311077 1.410103
0.930090 1.215033 1.422719
0.868514 1.157768 1.368596
0.836841 1.078202 1.316964
0.880989 1.026327 1.243752
0.801335 1.012290 1.184946
0.767820 0.997719 1.091863
0.775615 0.922854 1.026027
0.716918 0.951080 0.950146
0.672593 0.862769 0.934767
0.588319 0.864878 0.880978
0.528019 0.808359 0.824679
0.493300 0.730179 0.772886
0.430120 0.654054 0.787488
0.357344 0.655616 0.718922
0.354939 0.601074 0.635141
0.348906 0.513416 0.587394
0.351554 0.435299 0.525019
0.254034 0.413237 0.523257
0.194525 0.355724 0.467124
0.168655 0.315492 0.379305
0.159266 0.234058 0.322032
0.134321 0.209204 0.228437
0.128743 0.143801 0.152996
0.131117 0.095505 0.065464
0.034378 0.070392 0.062154
0.000000 0.000000 0.000000
